direction,start time,end time,pack time,pack num,pack chars,assistant num
send,1678853672.645925,1678853676.8138676,4.167942523956299,6,1798,['30000001']
send,1678853679.0956702,1678853680.5103905,1.4147202968597412,2,655,['30000001']
send,1678853690.2887642,1678853691.7008414,1.4120771884918213,6,1717,['30000001']
send,1678853693.291887,1678853694.966987,1.6750998497009277,6,1662,['30000001']
send,1678853696.2395346,1678853703.2825055,7.042970895767212,4,1148,['30000001']
send,1678853703.6335073,1678853704.0686007,0.43509340286254883,6,1633,['30000001']
send,1678853704.5186038,1678853705.7595844,1.240980625152588,6,1726,['30000001']
send,1678853708.2888765,1678853710.6282852,2.3394086360931396,6,1674,['30000001']
send,1678853712.119387,1678853719.707184,7.587797164916992,3,921,['30000001']
send,1678853721.0692818,1678853729.5162668,8.446985006332397,2,546,['30000001']
send,1678853734.071564,1678853735.4716423,1.400078296661377,6,1670,['30000001']
send,1678853736.8529656,1678853746.3504205,9.49745488166809,1,222,['30000001']
send,1678853747.2480752,1678853748.8431773,1.595102071762085,6,1812,['30000001']
send,1678853758.2072568,1678853767.8228443,9.61558747291565,5,1444,['30000001']
send,1678853771.1597552,1678853771.253756,0.09400081634521484,6,1652,['30000001']
send,1678853771.3877563,1678853779.0010335,7.613277196884155,3,804,['30000001']
send,1678853779.617187,1678853787.2799888,7.662801742553711,1,254,['30000001']
send,1678853808.3869903,1678853809.4027016,1.0157113075256348,6,1825,['30000001']
send,1678853810.5148013,1678853810.9249249,0.4101235866546631,6,1615,['30000001']
send,1678853817.3855011,1678853825.9114013,8.52590012550354,4,1193,['30000001']
send,1678853838.1113899,1678853839.0644822,0.9530923366546631,6,1643,['30000001']
send,1678853839.875202,1678853847.7853494,7.910147428512573,3,718,['30000001']
send,1678853863.9820545,1678853871.4793935,7.4973390102386475,2,493,['30000001']
